customerid,lastname,firstname,areacode,area,birthday,age,sex,totalprice,lastorderdate
T1102483,チヒヌ,イスソ,33,岡山県,1952/4/9,69,2,11100,2020/2/25
M1102520,トノテワ,オエミフ,45,宮崎県,1958/2/10,63,1,9000,2021/9/24
I1102684,サムミ,シス,25,滋賀県,1932/12/17,88,1,78451,2021/8/21
G1102730,キヌニ,ユヒ,19,山梨県,1992/8/20,29,2,24917,2021/3/4
E1102830,フイシツ,フメオ,21,岐阜県,2000/8/10,21,2,21716,2020/11/1
R1102981,サスヨ,カメニユ,1,北海道,1949/10/22,72,2,17904,2019/9/22
Y1103078,エケ,ウハハス,37,香川県,1946/3/2,75,1,31455,2021/6/16
O1103171,ヤマムウ,ヘト,32,島根県,1962/9/13,59,1,52200,2021/7/15
B1103290,ホエ,アニヒ,36,徳島県,2004/4/18,17,2,45200,2021/5/26
R1103341,ミモノチ,ンケハコ,6,山形県,1971/5/17,50,1,18289,2021/10/9
R1103487,ミチエソ,テスンフ,22,静岡県,1937/9/7,84,2,24900,2019/11/30
R1103562,キユ,ネユシ,34,広島県,1961/2/26,60,2,24200,2020/2/14
F1103612,サネ,ヌヲトソ,35,山口県,1954/10/13,67,2,48000,2021/7/9
Z1103741,ウノ,テツヒ,31,鳥取県,1926/1/15,95,1,12083,2021/3/25
E1103818,フクユモ,フエク,44,大分県,1958/10/10,63,1,20272,2020/12/4
T1103952,ヌメオネ,キタセノ,5,秋田県,1960/7/14,61,2,39166,2021/4/3
F1104036,タタフケ,キムン,24,三重県,1958/1/9,63,1,19567,2021/4/13
O1104191,ヘカ,ムニコ,43,熊本県,1960/6/30,61,2,53900,2021/5/17
Q1104294,ソハ,ンニ,3,岩手県,1977/7/30,44,2,23800,2021/7/20
V1104324,スセ,エエワ,16,富山県,1961/6/5,60,2,6900,2020/6/13
I1104410,マホワク,コソハ,15,新潟県,1942/4/30,79,2,45400,2021/4/2
Z1104520,ヨネ,チンヨ,46,鹿児島県,1995/7/3,26,1,26588,2021/10/26
L1104616,キセ,モニ,33,岡山県,1988/11/25,32,2,33702,2020/4/23
C1104791,ワニ,ナシ,5,秋田県,2000/5/9,21,2,28800,2019/3/11
U1104867,ナホシウ,ヤユワト,1,北海道,1999/2/18,22,2,57900,2021/4/2
F1104977,ミキノサ,カノ,8,茨城県,1981/5/28,40,1,23492,2021/1/15
P1105012,ヨフアモ,モエマタ,11,埼玉県,1939/6/13,82,2,105700,2021/10/24
U1105189,セキアア,オツ,7,福島県,1934/7/8,87,2,4257,2020/2/19
W1105240,タハ,イシキ,32,島根県,1943/12/24,77,1,41300,2021/5/6
I1105391,シクエ,ケオノチ,3,岩手県,1963/4/17,58,1,29400,2020/9/15
X1105421,ノユ,アヒセメ,28,兵庫県,2005/8/23,16,1,45200,2020/12/11
N1105543,マメ,トシオヌ,20,長野県,1973/7/23,48,1,48300,2020/11/9
V1105627,ハカ,ヒココ,14,神奈川県,1939/12/5,81,2,38341,2021/8/22
S1105714,チコタ,ノナ,35,山口県,2001/2/11,20,1,32300,2020/4/14
O1105891,ニナ,エツホ,15,新潟県,1934/5/10,87,2,25148,2021/6/11
X1105948,マス,ワセホメ,3,岩手県,1925/10/4,96,1,11466,2021/3/19
M1106013,モノタ,ヒノニ,29,奈良県,2001/7/2,20,1,23819,2021/2/12
D1106149,ヲスヌ,クス,43,熊本県,2006/5/10,15,1,39500,2020/12/20
U1106269,ウノス,トタ,17,石川県,1974/6/30,47,2,5092,2020/7/10
G1106376,ンスネ,ソインク,15,新潟県,1960/11/18,60,1,55700,2020/11/7
S1106440,ソネセチ,ユユソメ,5,秋田県,1999/8/7,22,2,13400,2019/9/27
A1106521,ヲフムフ,モアワ,2,青森県,1989/7/18,32,2,3351,2021/3/5
P1106683,ハツ,ヘハタ,1,北海道,1926/12/18,94,1,54300,2021/9/7
I1106711,ヤンタソ,テヌマア,35,山口県,1953/10/28,68,2,72030,2021/9/7
W1106895,マスモ,フムン,44,大分県,1972/9/2,49,2,53589,2020/6/5
S1106919,ツナ,クヲチ,47,沖縄県,1965/2/28,56,2,72930,2021/9/21
D1107067,ネオ,ホヌ,28,兵庫県,1990/7/3,31,2,34000,2020/12/7
D1107123,タワ,ヒナ,2,青森県,1951/1/13,70,2,58900,2021/10/19
D1107248,コスマ,ヘス,34,広島県,1985/12/1,35,1,13000,2021/9/19
L1107346,ヤハ,ナノ,27,大阪府,1966/1/6,55,1,58354,2021/8/21
M1107496,ヌエ,ウククメ,20,長野県,1984/5/22,37,1,14636,2020/6/5
U1107581,ヨヌ,アケミセ,31,鳥取県,1956/9/27,65,2,99200,2021/6/1
A1107646,ヲヒチシ,アウ,11,埼玉県,1975/10/23,46,1,44343,2019/10/17
W1107712,シノ,ンシニ,47,沖縄県,1988/9/28,33,1,63400,2021/6/5
Y1107855,サキセキ,ツコ,35,山口県,1989/4/29,32,1,27200,2021/6/13
E1107969,ネネ,モハ,10,群馬県,1923/10/24,98,1,8913,2021/4/23
O1108094,エツアツ,マサケ,36,徳島県,1974/5/15,47,2,3400,2021/6/23
W1108171,ヤウヨエ,ンマヒタ,44,大分県,1987/10/21,34,2,39762,2021/10/27
L1108228,シキタエ,イナトエ,28,兵庫県,1960/11/18,60,2,7300,2021/6/27
R1108390,テミト,フヌツ,4,宮城県,1963/11/17,57,1,18800,2021/3/31
C1108446,アヘヤ,ムカコ,34,広島県,1993/4/21,28,2,44200,2020/4/30
E1108557,ワニンモ,オタソカ,42,長崎県,1932/1/16,89,2,56600,2020/5/29
C1108610,カサ,ホタ,23,愛知県,2002/2/17,19,2,67500,2021/10/7
L1108713,オヌ,エナア,36,徳島県,2002/5/1,19,2,43300,2021/3/7
Y1108850,コムヤヒ,トナヨ,43,熊本県,2001/7/23,20,1,33215,2021/9/16
W1108947,ニモクエ,メユニネ,17,石川県,1977/11/15,43,2,35700,2021/4/8
O1109023,ヘヘイヨ,チトチ,9,栃木県,1966/11/21,54,1,47700,2019/12/30
C1109124,ノマナヤ,スヌ,35,山口県,1942/5/3,79,1,31607,2021/7/8
I1109279,モンメヲ,タチシ,44,大分県,1970/1/15,51,2,40400,2020/7/16
G1109350,ニセママ,カチホ,10,群馬県,1975/12/21,45,1,44500,2021/2/12
N1109468,イミミヘ,スツシソ,31,鳥取県,1965/6/24,56,1,74032,2021/7/30
I1109570,ツス,ヤキヒ,16,富山県,2006/10/12,15,1,41400,2021/2/14
K1109662,ユイ,チテ,18,福井県,1999/6/14,22,2,40600,2020/2/27
T1109745,ヨモト,ハホクサ,6,山形県,1997/6/15,24,1,38300,2021/9/19
W1109858,カヨヨフ,クミ,27,大阪府,1980/7/5,41,1,22670,2020/10/30
V1109944,ケコスタ,テネ,26,京都府,1929/6/21,92,2,56553,2021/8/5
M1110055,イクウマ,ヒツハ,14,神奈川県,1935/12/26,85,2,76836,2021/9/20
P1110176,タタサミ,アヲヲ,21,岐阜県,1992/4/24,29,2,61738,2021/6/24
U1110249,テケヒ,ワカモ,22,静岡県,2002/3/15,19,1,31590,2020/8/21
G1110354,ムセ,ミカ,13,東京都,1960/9/3,61,2,53800,2021/10/3
V1110446,オキ,メホヤヌ,26,京都府,1987/6/2,34,2,20300,2019/8/8
N1110575,ヲエ,ウケモ,2,青森県,1979/4/1,42,1,74600,2021/10/13
G1110694,トヒエセ,ユンニ,21,岐阜県,1976/10/4,45,2,56324,2021/6/16
Q1110733,ント,ヒタメヘ,30,和歌山県,1935/12/1,85,1,2257,2021/9/26
O1110829,オコキ,ミチ,41,佐賀県,1946/1/28,75,2,80100,2021/6/14
L1110967,ツセユヤ,ワツニ,45,宮崎県,2000/7/11,21,2,58300,2021/7/6
G1111092,ワオ,ニヤユ,39,高知県,1998/4/2,23,1,26800,2020/7/20
S1111146,ノヌフ,セトワ,1,北海道,1928/9/3,93,2,8300,2021/1/25
D1111230,ミウネ,モヲセト,19,山梨県,2002/3/23,19,1,83000,2020/6/24
P1111369,ンクマ,マフ,15,新潟県,1999/10/19,22,1,61100,2021/4/7
N1111438,ナヤマス,メミ,36,徳島県,1945/11/1,76,2,24362,2021/4/6
A1111519,ンフンム,ワセウ,47,沖縄県,1966/10/29,55,2,35600,2021/10/5
U1111674,セアワ,ナヤテオ,29,奈良県,1946/11/2,75,1,1803,2021/9/3
L1111794,ケフ,ナシスサ,38,愛媛県,1992/10/28,29,1,858,2021/4/4
B1111863,ヲムイ,ケチヒマ,29,奈良県,1980/3/6,41,2,43870,2021/10/28
D1111943,ニカヤヲ,ウメ,11,埼玉県,1954/10/25,67,1,47900,2021/2/21
B1112021,サネナ,タタエ,27,大阪府,2005/4/23,16,1,45100,2020/9/4
I1112145,ヒキンス,モアサ,12,千葉県,1941/12/4,79,1,39500,2020/4/15
U1112295,ヌツ,オノ,3,岩手県,1937/8/17,84,2,17400,2021/6/20
E1112392,ヘムユノ,アケツ,44,大分県,1993/5/6,28,2,91968,2021/9/3
Z1112479,ホヌミ,ヌフハ,20,長野県,1927/5/1,94,1,23000,2021/3/21
C1112587,クテサ,セセツノ,6,山形県,1987/3/4,34,1,38400,2021/2/22
I1112670,ケヒ,アサ,15,新潟県,1925/10/29,96,2,33100,2021/7/31
J1112768,ノム,ヌコ,28,兵庫県,1992/12/31,28,2,43023,2020/9/3
I1112858,ツフ,ヒイオ,36,徳島県,1945/7/27,76,1,8102,2021/4/21
Z1112957,クセ,スオスメ,6,山形県,1972/10/22,49,1,65000,2021/7/18
N1113040,ユツマシ,クネ,19,山梨県,1983/9/19,38,1,61300,2021/5/10
X1113128,セヘ,ヤイフ,7,福島県,1985/5/20,36,2,5600,2020/9/27
V1113254,マカトコ,カナハ,4,宮城県,2001/2/9,20,1,80900,2021/9/27
Z1113311,クヤヒテ,ネクカノ,36,徳島県,1966/2/7,55,2,86570,2020/4/23
E1113456,ツユイ,シヒマ,7,福島県,1948/8/3,73,2,11502,2021/1/7
Y1113516,ニオノチ,シユイメ,8,茨城県,1942/9/23,79,2,28483,2021/9/24
P1113668,ヒホ,ササ,11,埼玉県,1932/8/28,89,1,42802,2021/7/9
N1113754,キヘ,ヘノメヤ,18,福井県,1993/1/4,28,1,39778,2020/12/16
G1113837,オサセ,ヌマ,13,東京都,1978/5/10,43,2,64100,2021/4/24
N1113953,ヨサテミ,カキホタ,43,熊本県,1921/12/18,99,2,33800,2021/2/19
P1114041,ホト,エシネ,46,鹿児島県,1940/7/8,81,1,77700,2021/6/15
W1114112,クサヲ,キコモム,15,新潟県,1943/11/24,77,2,57100,2021/1/3
Y1114217,ヌヌウ,エム,18,福井県,1987/12/9,33,2,54700,2020/1/13
K1114319,コワウ,ナノ,31,鳥取県,1937/9/21,84,2,33200,2021/8/14
U1114423,ナミ,ツホ,46,鹿児島県,1998/12/24,22,2,70027,2021/4/24
U1114521,セワミ,アスウ,3,岩手県,1959/11/6,61,2,10200,2020/7/1
I1114633,ソソノ,ムンエ,9,栃木県,1926/8/30,95,2,29800,2020/2/22
M1114768,アオ,ワニソ,45,宮崎県,1943/5/25,78,2,44300,2020/12/12
A1114824,ミヌヌ,ムネ,22,静岡県,1974/2/10,47,1,39672,2021/2/27
D1114980,ワヒヨフ,ユタ,32,島根県,1997/2/17,24,2,59703,2021/7/11
C1115019,スクケイ,マニメハ,32,島根県,1922/7/27,99,2,67100,2020/6/21
Y1115137,フエ,アノ,12,千葉県,1931/7/16,90,2,37561,2021/8/27
F1115281,ケユ,ワヌホヘ,18,福井県,1924/7/11,97,1,54600,2021/4/4
C1115329,クソテ,ナナヲト,34,広島県,2000/9/5,21,1,22500,2020/7/7
V1115481,シネ,ヌヨマ,42,長崎県,1947/5/3,74,2,57033,2020/11/25
Z1115565,エホチ,チワサウ,8,茨城県,1986/5/14,35,2,1500,2021/8/18
F1115686,ケヨフ,ワトマソ,27,大阪府,1972/10/21,49,2,35183,2021/3/15
B1115711,ヘワ,ウヨウス,30,和歌山県,1947/6/7,74,2,58700,2020/12/10
M1115815,ヤケカ,エヤカ,40,福岡県,1984/2/22,37,2,61190,2021/3/1
Z1115929,ヤモハサ,ヤヲ,24,三重県,1987/4/21,34,1,51782,2021/4/21
D1116034,ネセミヒ,テエキ,24,三重県,1967/1/7,54,1,67900,2020/3/21
I1116138,ムメニ,キハ,4,宮城県,1934/4/28,87,1,40600,2019/6/14
R1116271,ヘメツ,ユカ,5,秋田県,1924/9/4,97,1,37514,2021/6/8
P1116336,ニミオ,クコステ,46,鹿児島県,1988/8/9,33,1,57400,2020/1/30
U1116478,メモ,コネ,2,青森県,1940/4/24,81,1,22194,2021/7/24
D1116575,ネホシタ,フヤツホ,29,奈良県,1994/4/7,27,1,42900,2021/5/12
X1116636,テメタ,カイ,2,青森県,1941/10/2,80,2,28600,2020/1/29
J1116785,チヲ,ヨオン,34,広島県,1971/6/8,50,2,28147,2020/11/28
W1116827,チヒノ,ヲナオ,25,滋賀県,1964/5/17,57,2,61319,2021/3/25
K1116996,ヌナト,ホウサ,34,広島県,1924/7/15,97,1,63300,2021/8/17
Y1117012,ミム,ヲヒ,43,熊本県,1970/5/21,51,1,46700,2020/8/2
V1117198,ヨチ,クモ,26,京都府,1952/3/1,69,1,51200,2021/4/26
I1117273,アメキ,ハキシ,26,京都府,1942/3/22,79,1,10700,2019/10/7
Y1117359,ヒノテヒ,エワハム,8,茨城県,1938/11/3,83,1,13800,2021/6/29
T1117415,ウイ,ヨヘ,45,宮崎県,1958/11/5,62,1,41400,2020/2/22
C1117541,クモテモ,ムスツ,45,宮崎県,2003/8/5,18,1,35000,2021/9/22
B1117673,ソコ,ヤマン,1,北海道,1956/7/27,65,2,32100,2020/5/16
I1117768,ヌエ,ヌム,26,京都府,1996/5/8,25,2,30800,2021/7/24
R1117897,クウヨウ,チマム,24,三重県,1979/9/29,42,2,74700,2021/10/19
A1117977,サユツチ,ヨネオン,26,京都府,1928/10/17,93,2,35900,2021/8/4
O1118094,マニ,オムヨ,9,栃木県,1972/10/5,49,2,2323,2020/4/29
P1118117,ニキン,オミソメ,30,和歌山県,1930/11/24,90,1,15372,2020/7/18
D1118253,ソトア,ネマ,23,愛知県,1936/5/16,85,1,29700,2020/2/8
Y1118372,モハ,ヨモヲ,9,栃木県,1953/3/25,68,2,50400,2021/2/13
T1118462,シムシユ,ムヨユ,10,群馬県,1923/2/14,98,1,39700,2020/8/30
O1118560,セセ,ヒイタタ,40,福岡県,1999/4/17,22,2,27636,2020/4/4
P1118697,ホナメ,クメニハ,36,徳島県,1986/9/8,35,2,49800,2019/9/11
X1118773,スエヌ,ヌン,3,岩手県,1938/5/4,83,1,15695,2021/9/28
J1118842,ヤテセシ,チセン,19,山梨県,1962/3/17,59,1,11700,2019/5/10
K1118929,ネワキ,アウヨ,43,熊本県,1988/5/31,33,2,51400,2021/7/11
E1119030,カオ,サキシ,26,京都府,1964/1/7,57,1,5500,2021/6/9
H1119165,ウチ,ヌソマム,25,滋賀県,1969/12/27,51,1,30100,2019/5/11
E1119287,ヨマナ,ンウソ,29,奈良県,1982/1/11,39,2,81900,2021/5/29
M1119345,ノア,トヒネフ,46,鹿児島県,1991/7/19,30,1,30933,2021/1/17
C1119495,ワホネ,ヨチヨハ,8,茨城県,1958/9/20,63,2,21300,2021/10/22
O1119510,シヨ,ニミセ,4,宮城県,1988/7/9,33,2,73900,2021/2/5
J1119662,チナミワ,ソム,17,石川県,1936/5/19,85,2,77800,2021/9/6
H1119727,ムタ,イクヤオ,18,福井県,1975/9/12,46,1,38700,2021/6/16
B1119878,ムコサン,キソスア,17,石川県,1942/12/7,78,2,47578,2021/8/15
S1119975,ヌエ,キエ,7,福島県,1967/7/24,54,1,14600,2021/10/28
Z1120096,アコヒタ,ソヘウ,23,愛知県,1944/1/19,77,2,76600,2021/4/30
T1120188,メキア,ツムアサ,40,福岡県,1925/1/20,96,2,19000,2019/3/21
O1120243,メア,イヒウマ,40,福岡県,1935/12/28,85,1,24038,2019/7/2
E1120366,ナフン,アヲ,20,長野県,1927/1/11,94,1,17618,2021/1/27
V1120450,ノセン,ホマ,23,愛知県,1940/6/14,81,2,16874,2019/12/21
V1120573,ヤノテ,キソコヤ,42,長崎県,1978/4/20,43,2,65900,2021/4/1
E1120656,ケクホ,ネフ,32,島根県,1982/10/17,39,1,81500,2020/5/4
U1120745,シヌ,ニイハサ,14,神奈川県,1953/6/3,68,2,14100,2020/12/25
J1120859,モツホ,ヒト,42,長崎県,1976/4/6,45,2,38316,2020/10/28
K1120951,ヨチシシ,ケチサノ,41,佐賀県,1963/9/25,58,2,61021,2021/6/8
F1121031,ハヨキキ,ユチ,47,沖縄県,1940/6/30,81,2,77100,2021/6/21
X1121153,ユケイイ,モテヨ,41,佐賀県,2004/6/18,17,1,22600,2021/6/19
H1121218,ツコメニ,アキキイ,5,秋田県,1923/12/21,97,2,7300,2021/5/12
M1121330,ステコエ,ムヨ,22,静岡県,2000/5/4,21,2,60800,2021/7/18
Y1121459,ケフニ,ユマヌナ,29,奈良県,1984/11/29,36,1,22800,2020/1/29
F1121530,アシセサ,セヤスサ,44,大分県,1988/4/25,33,2,74200,2021/4/2
Q1121683,マム,ケオミ,23,愛知県,1963/1/19,58,2,16200,2020/4/10
W1121793,サユ,ヲユケ,19,山梨県,1926/4/19,95,2,21603,2021/1/9
R1121873,ノエヌ,ヨネユタ,35,山口県,1971/2/10,50,2,24000,2021/3/17
P1121965,ケナカ,ンヌホノ,12,千葉県,1981/5/3,40,2,38800,2021/10/5
C1122019,ヲオ,オネキモ,12,千葉県,1939/1/27,82,1,54318,2021/7/4
B1122134,セケ,タニネ,7,福島県,1978/5/12,43,2,16171,2020/1/15
L1122260,ヌシヒミ,ニオ,39,高知県,2000/2/12,21,2,48100,2021/2/21
B1122373,モハセ,ヘオ,31,鳥取県,2000/10/22,21,1,40900,2021/10/17
V1122454,コツテ,ニミユヤ,39,高知県,1923/6/19,98,1,3400,2021/6/21
C1122560,オホ,マハヌ,13,東京都,1991/7/8,30,1,62700,2021/8/31
Z1122615,オヒヒ,ヨホクオ,27,大阪府,1940/11/29,80,2,29000,2020/6/28
Z1122785,メク,ヌシカ,27,大阪府,1922/3/8,99,1,73500,2021/10/21
J1122879,アケヨ,ツアオヨ,2,青森県,1954/4/22,67,1,35900,2021/1/8
V1122932,テス,ヤアイワ,32,島根県,1965/5/15,56,2,12519,2020/4/16
N1123046,ンシ,セテ,29,奈良県,1995/12/16,25,1,32451,2021/5/8
Y1123120,チシソ,チヒイホ,17,石川県,1932/4/8,89,2,17200,2020/11/23
H1123236,ムキ,モミヌ,18,福井県,1975/4/8,46,2,43683,2020/8/30
D1123310,ミマニ,センチト,4,宮城県,1997/8/9,24,1,44400,2021/2/27
O1123479,ケコ,マスモ,10,群馬県,1987/2/25,34,2,39400,2021/10/1
N1123530,クアサヤ,ムイセ,41,佐賀県,1962/11/5,58,1,53400,2021/10/24
R1123621,ネク,エノサ,44,大分県,1979/2/14,42,1,14970,2019/10/13
R1123721,トアウワ,ミヨチオ,2,青森県,1931/3/8,90,1,30928,2021/6/20
B1123831,ヨモコヒ,ヤサシニ,19,山梨県,1922/4/12,99,1,14100,2020/4/18
J1123941,ヌカ,メハ,14,神奈川県,1941/5/20,80,2,45900,2020/11/11
R1124055,イヨヌ,シヨミ,34,広島県,2002/9/12,19,1,19959,2021/10/11
C1124145,オネヌヲ,ハシイヘ,4,宮城県,1938/10/13,83,1,44014,2020/7/21
Y1124248,キシ,セツ,47,沖縄県,1937/3/3,84,1,48246,2021/6/20
P1124333,ノシ,ミフネソ,34,広島県,1950/6/29,71,2,45000,2021/4/29
O1124444,ヌホナヤ,サツネシ,30,和歌山県,1926/10/23,95,1,36100,2020/9/8
O1124534,チケ,ミエ,31,鳥取県,1992/10/7,29,1,27468,2021/5/24
Q1124648,ヲセニ,ネヘサハ,25,滋賀県,1924/8/10,97,2,26447,2021/6/1
O1124729,オスチ,イミ,37,香川県,1962/10/24,59,1,29000,2021/4/4
L1124828,ヒメニ,キカコア,47,沖縄県,1928/9/26,93,1,62200,2020/4/6
X1124965,マコオ,マナナト,17,石川県,1933/8/13,88,1,15851,2021/8/8
O1125073,ワヤ,キスカ,37,香川県,1975/5/6,46,1,91800,2021/4/13
H1125110,ケテイニ,タユンユ,20,長野県,1993/4/22,28,1,6700,2020/7/27
M1125224,ノヨネユ,ソチ,22,静岡県,1987/9/3,34,2,14153,2021/9/19
N1125349,コニマ,ヘナイ,5,秋田県,1958/6/6,63,2,29857,2021/6/11
J1125430,ノフ,チケハタ,33,岡山県,1973/3/1,48,2,12900,2019/6/28
T1125575,ツオフソ,フウ,16,富山県,1971/1/11,50,1,23642,2021/9/19
M1125632,タアミン,ムハカ,15,新潟県,1932/8/16,89,2,31000,2021/6/2
C1125792,スユケ,ユヲワ,30,和歌山県,1941/12/12,79,2,48158,2019/8/16
G1125881,ホエ,モメヒソ,26,京都府,1945/6/16,76,1,4206,2021/7/7
U1125938,ヤナム,ヒハイク,15,新潟県,1976/3/26,45,2,46800,2021/4/24
Y1126020,ナコ,ンヒ,29,奈良県,1927/8/19,94,2,1548,2021/1/10
U1126161,キナ,ユマフ,26,京都府,1996/7/27,25,1,25500,2021/10/7
R1126296,トチ,ミマシ,30,和歌山県,2000/6/24,21,2,20000,2021/8/31
V1126385,イアカン,エクヲフ,25,滋賀県,1969/11/14,51,2,54998,2021/6/25
O1126494,コワフ,テウケイ,4,宮城県,1974/4/12,47,2,35914,2021/3/18
B1126582,カス,サモアマ,21,岐阜県,1941/5/19,80,1,11956,2020/10/15
N1126636,トユキヘ,フイア,6,山形県,1950/2/8,71,1,36300,2020/8/18
N1126799,ユウ,ココイム,29,奈良県,1961/6/9,60,2,30523,2020/4/29
K1126821,ミヲヌヘ,ヌオハノ,32,島根県,1961/9/19,60,1,44170,2021/10/20
R1126920,ツマ,ムヘ,4,宮城県,1986/3/14,35,1,12466,2021/8/8
U1127057,マフヘオ,ユンア,8,茨城県,1922/1/19,99,1,62068,2021/8/21
L1127183,ホホトナ,ヤハ,9,栃木県,1989/10/27,32,2,46900,2021/10/14
L1127282,ククコス,ワヤニ,17,石川県,1996/6/2,25,2,34200,2021/7/23
A1127372,トカネア,ユケ,1,北海道,1947/8/31,74,1,75728,2020/11/6
Q1127448,メコ,ミト,43,熊本県,1944/11/24,76,2,730,2021/1/24
E1127555,テヌン,メナ,25,滋賀県,1922/1/2,99,1,34000,2020/8/8
U1127656,ムノヨテ,シソ,27,大阪府,1938/12/1,82,1,38800,2021/10/21
R1127748,テカ,セミ,30,和歌山県,1995/7/15,26,2,29700,2021/10/14
V1127856,オヒヘハ,キカ,10,群馬県,1991/2/14,30,2,75276,2021/10/6
B1127984,クタ,ヨメキヘ,32,島根県,1939/7/22,82,1,32217,2020/10/20
F1128095,シマヘム,ヌクタマ,43,熊本県,2005/1/14,16,2,59637,2021/6/7
N1128126,スヤ,ヤトン,39,高知県,1956/8/3,65,2,45001,2021/5/5
F1128217,ワケ,セヤチネ,12,千葉県,1932/3/12,89,1,75143,2021/11/2
O1128318,フケ,クホケケ,17,石川県,1970/6/11,51,2,45393,2021/7/22
L1128470,アケメク,ケアンク,16,富山県,1944/12/2,76,1,31400,2021/5/3
F1128592,ヲヘヨ,オエテタ,11,埼玉県,1964/6/22,57,2,7600,2020/8/23
O1128671,ヨワマ,オサア,21,岐阜県,1991/9/11,30,2,2134,2019/5/20
U1128790,ヨシサヘ,ムセヨ,33,岡山県,1999/1/30,22,2,85300,2020/10/14
T1128898,ンメアサ,イヘ,10,群馬県,1931/5/6,90,2,28100,2021/3/3
Z1128977,トハ,ケホウユ,19,山梨県,1954/1/7,67,2,22400,2020/1/17
J1129068,オツイ,メホタト,42,長崎県,1931/5/27,90,2,46800,2021/10/17
H1129136,カモスヲ,セウヌヘ,4,宮城県,1978/9/28,43,1,30800,2020/5/13
Z1129212,イセヘ,ミヘノ,5,秋田県,1928/8/25,93,2,36400,2019/5/25
U1129352,ヤテヤ,フソ,24,三重県,1967/4/5,54,1,23300,2019/8/12
Y1129452,スセク,ネンタム,19,山梨県,1967/12/8,53,2,89531,2021/1/15
U1129532,メサムオ,ウコ,37,香川県,1998/6/16,23,1,43000,2020/5/28
W1129657,ミタメヒ,キテコウ,29,奈良県,1954/12/30,66,2,10303,2021/3/8
X1129786,ニケナモ,ソヲミ,31,鳥取県,1958/6/5,63,1,37600,2020/11/23
X1129813,ヘカ,スヲ,2,青森県,2005/6/24,16,1,42100,2021/4/3
I1129975,メオンエ,ニホオ,15,新潟県,1951/7/29,70,1,34756,2021/4/12
D1130080,フヤツ,スセケ,3,岩手県,1977/1/5,44,2,82100,2021/5/28
D1130192,ヨワコヤ,セセネイ,22,静岡県,1955/5/30,66,2,44077,2021/8/8
W1130271,タウセチ,メンキ,15,新潟県,1976/9/26,45,2,44700,2020/6/24
P1130368,ネヲス,フツ,20,長野県,1971/11/7,49,2,43500,2021/1/17
M1130491,セワ,フナツヌ,11,埼玉県,2003/11/3,18,2,5100,2020/7/26
Y1130564,エイエヘ,ホイユヨ,36,徳島県,1966/9/4,55,2,7100,2020/6/29
C1130665,ケユナイ,テコ,15,新潟県,1922/3/4,99,2,96500,2020/12/26
S1130744,ケカウ,スカフエ,17,石川県,1955/9/4,66,2,67200,2021/4/18
U1130880,ヲヘ,オソ,33,岡山県,1978/2/10,43,1,64200,2021/10/20
I1130926,ツホ,チケ,17,石川県,1955/1/6,66,2,31600,2021/10/24
D1131084,オセツ,ヲタ,2,青森県,1971/12/5,49,1,22500,2021/3/1
A1131148,ヨエト,オヤムメ,40,福岡県,2004/11/9,16,1,50900,2020/10/21
C1131229,ケトモ,ヲセ,31,鳥取県,1988/10/16,33,2,40295,2021/8/15
S1131318,メエ,ホフチ,11,埼玉県,1934/9/20,87,2,8100,2019/2/10
B1131434,ホヲ,ハヌカサ,37,香川県,1961/1/17,60,1,28668,2020/8/13
U1131544,ムコ,ナネマ,40,福岡県,1994/4/24,27,1,21941,2021/9/10
X1131697,サチケハ,ワイモエ,37,香川県,1931/2/1,90,2,8474,2021/4/30
B1131754,ヨコサノ,コヒオス,30,和歌山県,1989/2/24,32,1,30300,2021/8/15
B1131851,タユ,ホコ,34,広島県,1975/11/7,45,2,78622,2021/10/28
Z1131982,コチ,ヒミ,22,静岡県,1938/8/31,83,2,19900,2020/12/28
G1132030,ヲチ,カキスメ,41,佐賀県,1975/6/16,46,2,11900,2020/9/27
W1132135,キセナ,メセト,31,鳥取県,1947/12/28,73,2,31000,2020/9/11
D1132234,サヘチ,ノン,14,神奈川県,1959/9/23,62,2,60600,2021/7/21
A1132358,ヒカキホ,タテチ,1,北海道,1976/1/3,45,2,39598,2021/7/1
L1132499,ツソエ,ンヌヌ,18,福井県,1958/4/15,63,2,14998,2021/2/19
S1132532,モトホト,メキン,40,福岡県,1951/12/8,69,1,27800,2020/5/29
W1132618,ニムト,ヘクンカ,36,徳島県,1931/2/3,90,2,77858,2021/1/3
Z1132798,クカコフ,ヘマサキ,40,福岡県,1962/4/15,59,2,62500,2020/11/8
B1132888,ヨタナ,クヒヤヨ,26,京都府,1955/11/11,65,1,44062,2021/6/9
K1132912,クサツセ,ヤスヤニ,28,兵庫県,1998/8/31,23,2,34500,2021/8/16
K1133087,キンイヘ,ノヨセ,3,岩手県,1970/3/9,51,2,27116,2020/3/29
